v_0,"2624,72","265,78436",g de CO2
v_0,"4097,93",,
v_0,"4925,05",,
v_0,"4953,24",,
v_0,"5828,38",,
v_0,"6543,86",,
v_0,"6193,3",,
v_0,"10089,91",,
v_0,"3039,55",,
v_0,0,,
v_0,0,,
v_0,0,,
v_0,"2441,69",,
v_0,"2609,75",,
v_0,"2623,22",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,72",,
v_0,"2624,28",,
v_0,"3055,74",,
v_0,"3781,91",,
v_0,"4741,67",,
v_0,"6061,71",,
v_0,"5749,09",,
v_0,"6467,36",,
v_0,"9058,33",,
v_0,"7106,64",,
v_0,"3646,06",,
v_0,"2662,49",,
